"household_id","week","coupons_per_day"
6,32,0.857142857142857
6,33,1
6,34,1
6,35,1
6,36,1
6,37,1
6,38,1
6,39,0
6,40,0
6,41,0
6,42,0
6,43,0
6,44,1
6,45,1
6,46,1
6,47,1
6,48,1
6,49,1
6,50,1
6,51,1
6,52,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,0
7,16,0
7,17,0
7,18,0
7,19,0
7,20,0
7,21,0
7,22,0.714285714285714
7,23,1
7,24,1
7,25,1
7,26,1.71428571428571
7,27,1
7,28,1
7,29,1
7,30,1
7,31,0
7,32,0
7,33,0
7,34,0
7,35,0
7,36,0
7,37,0
7,38,0
7,39,0
7,40,0.714285714285714
7,41,1
7,42,1
7,43,1
7,44,2
7,45,1
7,46,1
7,47,1
7,48,1
7,49,1
7,50,1
7,51,1
7,52,0
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0.714285714285714
8,14,2
8,15,2
8,16,2
8,17,2
8,18,1
8,19,1
8,20,1
8,21,1
8,22,1
8,23,1
8,24,1
8,25,1
8,26,0.714285714285714
8,27,1
8,28,1.71428571428571
8,29,2
8,30,2
8,31,1
8,32,1.85714285714286
8,33,1
8,34,1
8,35,1
8,36,1
8,37,1
8,38,1
8,39,0
8,40,0
8,41,0
8,42,0.714285714285714
8,43,1
8,44,2
8,45,2
8,46,2
8,47,1
8,48,1
8,49,1.71428571428571
8,50,2
8,51,2
8,52,0.857142857142857
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,0
9,13,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,0
9,19,0
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,0
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
9,31,0
9,32,0
9,33,0
9,34,0
9,35,0
9,36,0
9,37,0
9,38,0
9,39,0
9,40,0
9,41,0
9,42,0
9,43,0
9,44,0
9,45,0
9,46,0
9,47,0
9,48,0
9,49,0
9,50,0
9,51,0
9,52,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,0
10,9,0
10,10,0
10,11,0
10,12,0
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
10,21,0
10,22,0
10,23,0
10,24,0
10,25,0
10,26,0
10,27,0
10,28,0
10,29,0
10,30,0
10,31,0
10,32,0
10,33,0
10,34,0
10,35,0
10,36,0
10,37,0
10,38,0
10,39,0
10,40,0
10,41,0
10,42,0
10,43,0
10,44,0
10,45,0
10,46,0
10,47,0
10,48,0
10,49,0
10,50,0
10,51,0
10,52,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
11,9,0
11,10,0
11,11,0
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,0
11,27,0
11,28,0
11,29,0
11,30,0
11,31,0
11,32,0
11,33,0
11,34,0
11,35,0
11,36,0
11,37,0
11,38,0
11,39,0
11,40,0
11,41,0
11,42,0
11,43,0
11,44,0
11,45,0
11,46,0
11,47,0
11,48,0
11,49,0
11,50,0
11,51,0
11,52,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,0
12,6,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,0
12,14,0
12,15,0
12,16,0
12,17,0
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
12,24,0
12,25,0
12,26,0
12,27,0
12,28,0
12,29,0
12,30,0
12,31,0
12,32,0
12,33,0
12,34,0
12,35,0
12,36,0
12,37,0
12,38,0
12,39,0
12,40,0
12,41,0
12,42,0
12,43,0
12,44,0
12,45,0
12,46,0
12,47,0
12,48,0
12,49,0
12,50,0
12,51,0
12,52,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,0.714285714285714
13,14,2
13,15,2
13,16,2
13,17,2
13,18,1
13,19,1
13,20,1
13,21,1
13,22,1
13,23,1
13,24,1
13,25,1
13,26,0.714285714285714
13,27,1
13,28,1.71428571428571
13,29,2
13,30,2
13,31,1
13,32,1.85714285714286
13,33,2
13,34,2
13,35,1
13,36,1
13,37,1
13,38,1
13,39,0
13,40,0
13,41,0
13,42,0
13,43,0
13,44,1
13,45,1
13,46,1
13,47,1
13,48,2
13,49,2.71428571428571
13,50,3
13,51,3
13,52,2.28571428571429
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0.714285714285714
14,7,1
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
14,13,0
14,14,0
14,15,0
14,16,0
14,17,0
14,18,0
14,19,0
14,20,0
14,21,0
14,22,0
14,23,0
14,24,0
14,25,0
14,26,0
14,27,0
14,28,0
14,29,0
14,30,0
14,31,0
14,32,0.857142857142857
14,33,1
14,34,1
14,35,1
14,36,2
14,37,2
14,38,2
14,39,1
14,40,1
14,41,1
14,42,1
14,43,1
14,44,2
14,45,1.42857142857143
14,46,1
14,47,1
14,48,2
14,49,2
14,50,2
14,51,2
14,52,0.857142857142857
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
15,25,0
15,26,0
15,27,0
15,28,0
15,29,0
15,30,0
15,31,0
15,32,0
15,33,0
15,34,0
15,35,0
15,36,0
15,37,0
15,38,0
15,39,0
15,40,0
15,41,0
15,42,0
15,43,0
15,44,0
15,45,0
15,46,0
15,47,0
15,48,0
15,49,0
15,50,0
15,51,0
15,52,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,0
16,9,0
16,10,0.714285714285714
16,11,1
16,12,1
16,13,1
16,14,1
16,15,0
16,16,0
16,17,0
16,18,0
16,19,1
16,20,1
16,21,1
16,22,1
16,23,1
16,24,1
16,25,1
16,26,0
16,27,0
16,28,0
16,29,0
16,30,0
16,31,0
16,32,0
16,33,0
16,34,0
16,35,0
16,36,0
16,37,0
16,38,0
16,39,0
16,40,0
16,41,0
16,42,0
16,43,0
16,44,0
16,45,0
16,46,0
16,47,0
16,48,0
16,49,0
16,50,0
16,51,0
16,52,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0.714285714285714
17,7,1
17,8,1
17,9,1
17,10,1
17,11,1
17,12,1
17,13,0
17,14,0
17,15,0
17,16,0
17,17,0
17,18,0
17,19,1
17,20,1
17,21,1
17,22,1
17,23,1
17,24,1
17,25,1
17,26,0
17,27,0
17,28,0
17,29,0
17,30,0
17,31,0
17,32,0.857142857142857
17,33,1
17,34,1
17,35,1
17,36,1
17,37,1
17,38,1
17,39,0
17,40,0
17,41,0
17,42,0
17,43,0
17,44,1
17,45,1
17,46,1
17,47,1
17,48,1
17,49,1
17,50,1
17,51,1
17,52,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,0
18,14,0
18,15,0
18,16,0
18,17,0
18,18,0
18,19,1
18,20,1
18,21,1
18,22,1
18,23,1
18,24,1
18,25,1
18,26,0
18,27,0
18,28,0
18,29,0
18,30,0
18,31,0
18,32,0.857142857142857
18,33,1
18,34,1
18,35,1
18,36,1
18,37,1
18,38,1
18,39,0
18,40,0
18,41,0
18,42,0
18,43,0
18,44,1
18,45,1
18,46,1
18,47,1
18,48,1
18,49,1.71428571428571
18,50,2
18,51,2
18,52,0.857142857142857
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,0
19,7,0
19,8,0
19,9,0
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0
19,15,0
19,16,0
19,17,0
19,18,0
19,19,1
19,20,1
19,21,1
19,22,1
19,23,1
19,24,1
19,25,1
19,26,0
19,27,0
19,28,0.714285714285714
19,29,1
19,30,1
19,31,1
19,32,1.85714285714286
19,33,2
19,34,2
19,35,1
19,36,2
19,37,2
19,38,2
19,39,1
19,40,1
19,41,1
19,42,1.71428571428571
19,43,2
19,44,3
19,45,2.42857142857143
19,46,2
19,47,1
19,48,2
19,49,2.71428571428571
19,50,3
19,51,3
19,52,1.71428571428571
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,0
20,14,0
20,15,0
20,16,0
20,17,1
20,18,1
20,19,2
20,20,2
20,21,2
20,22,1.71428571428571
20,23,2
20,24,2
20,25,2
20,26,1
20,27,0
20,28,0
20,29,0
20,30,0
20,31,0
20,32,0.857142857142857
20,33,1
20,34,1
20,35,1
20,36,1
20,37,1
20,38,1
20,39,0
20,40,0
20,41,0
20,42,0
20,43,0
20,44,1
20,45,1
20,46,1
20,47,1
20,48,1
20,49,1.71428571428571
20,50,2
20,51,2
20,52,1.42857142857143
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
21,22,0
21,23,0
21,24,0
21,25,0
21,26,0
21,27,0
21,28,0
21,29,0
21,30,0
21,31,0
21,32,0
21,33,0
21,34,0
21,35,0
21,36,0
21,37,0
21,38,0
21,39,0
21,40,0
21,41,0
21,42,0
21,43,0
21,44,0
21,45,0
21,46,0
21,47,0
21,48,0
21,49,0
21,50,0
21,51,0
21,52,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0.714285714285714
22,7,1
22,8,1
22,9,1
22,10,1
22,11,1
22,12,1
22,13,0.714285714285714
22,14,1
22,15,1
22,16,1
22,17,1
22,18,0
22,19,1
22,20,1
22,21,1
22,22,1.71428571428571
22,23,2
22,24,2
22,25,2
22,26,1
22,27,0
22,28,0
22,29,0
22,30,0
22,31,0
22,32,0.857142857142857
22,33,1
22,34,1
22,35,1
22,36,1
22,37,1
22,38,1
22,39,0
22,40,0
22,41,0
22,42,0
22,43,0
22,44,1
22,45,1
22,46,1
22,47,1
22,48,1
22,49,1.71428571428571
22,50,2
22,51,2
22,52,0.857142857142857
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,1
23,20,1
23,21,1
23,22,1
23,23,1
23,24,1
23,25,1
23,26,0
23,27,0
23,28,0
23,29,0
23,30,0
23,31,0
23,32,0.857142857142857
23,33,1
23,34,1
23,35,1
23,36,1
23,37,1
23,38,1
23,39,0
23,40,0
23,41,0
23,42,0
23,43,0
23,44,1
23,45,1
23,46,1
23,47,1
23,48,1
23,49,1
23,50,1
23,51,1
23,52,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
24,25,0
24,26,0
24,27,0
24,28,0
24,29,0
24,30,0
24,31,0
24,32,0
24,33,0
24,34,0
24,35,0
24,36,0
24,37,0
24,38,0
24,39,0
24,40,0
24,41,0
24,42,0
24,43,0
24,44,0
24,45,0
24,46,0
24,47,0
24,48,0
24,49,0
24,50,0
24,51,0
24,52,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0.714285714285714
25,7,1
25,8,1
25,9,1
25,10,1
25,11,1
25,12,1
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,0
25,19,1
25,20,1
25,21,1
25,22,1
25,23,1
25,24,1
25,25,1
25,26,0
25,27,0
25,28,0
25,29,0
25,30,0
25,31,0
25,32,0.857142857142857
25,33,1
25,34,1
25,35,1
25,36,1
25,37,1
25,38,1
25,39,0
25,40,0
25,41,0
25,42,0
25,43,0
25,44,1
25,45,1
25,46,1
25,47,1
25,48,1
25,49,1
25,50,1
25,51,1
25,52,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,0
26,7,0
26,8,0
26,9,0
26,10,0
26,11,0
26,12,0
26,13,0
26,14,0
26,15,0
26,16,0
26,17,0
26,18,0
26,19,0
26,20,0
26,21,0
26,22,0
26,23,0
26,24,0
26,25,0
26,26,0
26,27,0
26,28,0
26,29,0
26,30,0
26,31,0
26,32,0.857142857142857
26,33,1
26,34,1
26,35,1
26,36,1
26,37,1
26,38,1
26,39,0
26,40,0
26,41,0
26,42,0
26,43,0
26,44,0
26,45,0
26,46,0
26,47,0
26,48,0
26,49,0
26,50,0
26,51,0
26,52,0
27,1,1
27,2,1
27,3,1
27,4,1
27,5,1
27,6,1.71428571428571
27,7,2
27,8,1
27,9,1
27,10,1
27,11,1
27,12,1
27,13,0
27,14,0
27,15,0
27,16,0
27,17,0
27,18,0
27,19,1
27,20,1
27,21,1
27,22,1
27,23,1
27,24,1
27,25,1
27,26,0
27,27,0
27,28,0
27,29,0
27,30,0
27,31,0
27,32,0.857142857142857
27,33,1
27,34,1
27,35,1
27,36,1
27,37,1
27,38,1
27,39,0
27,40,0
27,41,0
27,42,0.714285714285714
27,43,1
27,44,2
27,45,2
27,46,2
27,47,1
27,48,1
27,49,1
27,50,1
27,51,1
27,52,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,0
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0
28,18,0
28,19,1
28,20,1
28,21,1
28,22,1
28,23,1
28,24,1
28,25,1
28,26,0
28,27,0
28,28,0
28,29,0
28,30,0
28,31,0
28,32,0.857142857142857
28,33,1
28,34,1
28,35,1
28,36,2
28,37,2
28,38,2
28,39,1
28,40,1
28,41,1
28,42,1
28,43,1
28,44,2
28,45,1.42857142857143
28,46,1
28,47,1
28,48,1
28,49,1
28,50,1
28,51,1
28,52,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0
29,6,0.714285714285714
29,7,1
29,8,1
29,9,1
29,10,1.71428571428571
29,11,2
29,12,2
29,13,1
29,14,1
29,15,0
29,16,0
29,17,1
29,18,1
29,19,2
29,20,2
29,21,2
29,22,1
29,23,1
29,24,1
29,25,1
29,26,0
29,27,0
29,28,0.714285714285714
29,29,1
29,30,1
29,31,1
29,32,1
29,33,0
29,34,0
29,35,0
29,36,0
29,37,0
29,38,0
29,39,0
29,40,0
29,41,0
29,42,0
29,43,0
29,44,0
29,45,0
29,46,0
29,47,0
29,48,0
29,49,0
29,50,0
29,51,0
29,52,0
30,1,0
30,2,0
30,3,0
30,4,0
30,5,0
30,6,0
30,7,0
30,8,0
30,9,0
30,10,0
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
30,16,0
30,17,0
30,18,0
30,19,0
30,20,0
30,21,0
30,22,0
30,23,0
30,24,0
30,25,0
30,26,0
30,27,0
30,28,0
30,29,0
30,30,0
30,31,0
30,32,0
30,33,0
30,34,0
30,35,0
30,36,0
30,37,0
30,38,0
30,39,0
30,40,0
30,41,0
30,42,0
30,43,0
30,44,0
30,45,0
30,46,0
30,47,0
30,48,0
30,49,0
30,50,0
30,51,0
30,52,0
31,1,0
31,2,0
31,3,0
31,4,0
31,5,0
31,6,0
31,7,0
31,8,0
31,9,0
31,10,0
31,11,0
31,12,0
31,13,0
31,14,0
31,15,0
31,16,0
31,17,0
31,18,0
31,19,0
31,20,0
31,21,0
31,22,0
31,23,0
31,24,0
31,25,0
31,26,0
31,27,0
31,28,0
31,29,0
31,30,0
31,31,0
31,32,0
31,33,0
31,34,0
31,35,0
31,36,0
31,37,0
31,38,0
31,39,0
31,40,0
31,41,0
31,42,0
31,43,0
31,44,0
31,45,0
31,46,0
31,47,0
31,48,0
31,49,0
31,50,0
31,51,0
31,52,0.571428571428571
32,1,1
32,2,1
32,3,1
32,4,1
32,5,1
32,6,1.71428571428571
32,7,2
32,8,1
32,9,1
32,10,1
32,11,1
32,12,1
32,13,0
32,14,0
32,15,0
32,16,0
32,17,0
32,18,0
32,19,1
32,20,1
32,21,1
32,22,1
32,23,1
32,24,1
32,25,1
32,26,0
32,27,0
32,28,0
32,29,0
32,30,0
32,31,0
32,32,0.857142857142857
32,33,1
32,34,1
32,35,1
32,36,1
32,37,1
32,38,1
32,39,0
32,40,0
32,41,0
32,42,0
32,43,0
32,44,1
32,45,1
32,46,1
32,47,1
32,48,1
32,49,1
32,50,1
32,51,1
32,52,0
33,1,0
33,2,0
33,3,0
33,4,0
33,5,0
33,6,0
33,7,0
33,8,0
33,9,0
33,10,0
33,11,0
33,12,0
33,13,0
33,14,0
33,15,0
33,16,0
33,17,0
33,18,0
33,19,0
33,20,0
33,21,0
33,22,0
33,23,0
33,24,0
33,25,0
33,26,0
33,27,0
33,28,0
33,29,0
33,30,0
33,31,0
33,32,0
33,33,0
33,34,0
33,35,0
33,36,0
33,37,0
33,38,0
33,39,0
33,40,0
33,41,0
33,42,0
33,43,0
33,44,0
33,45,0
33,46,0
33,47,0
33,48,0
33,49,0
33,50,0
33,51,0
33,52,0
34,1,0
34,2,0
34,3,0
34,4,0
34,5,0
34,6,0
34,7,0
34,8,0
34,9,0
34,10,0
34,11,0
34,12,0
34,13,0
34,14,0
34,15,0
34,16,0
34,17,0
34,18,0
34,19,0
34,20,0
34,21,0
34,22,0
34,23,0
34,24,0
34,25,0
34,26,0
34,27,0
34,28,0
34,29,0
34,30,0
34,31,0
34,32,0
34,33,0
34,34,0
34,35,0
34,36,0
34,37,0
34,38,0
34,39,0
34,40,0
34,41,0
34,42,0
34,43,0
34,44,0
34,45,0
34,46,0
34,47,0
34,48,0
34,49,0
34,50,0
34,51,0
34,52,0
35,1,0
35,2,0
35,3,0
35,4,0
35,5,0
35,6,0
35,7,0
35,8,0
35,9,0
35,10,0
35,11,0
35,12,0
35,13,0
35,14,0
35,15,0
35,16,0
35,17,0
35,18,0
35,19,0
35,20,0
35,21,0
35,22,0
35,23,0
35,24,0
35,25,0
35,26,0
35,27,0
35,28,0
35,29,0
35,30,0
35,31,0
35,32,0
35,33,0
35,34,0
35,35,0
35,36,0
35,37,0
35,38,0
35,39,0
35,40,0
35,41,0
35,42,0
35,43,0
35,44,0
35,45,0
35,46,0
35,47,0
35,48,0
35,49,0
35,50,0
35,51,0
35,52,0
36,1,0
36,2,0
36,3,0
36,4,0
36,5,0
36,6,0
36,7,0
36,8,0
36,9,0
36,10,0
36,11,0
36,12,0
36,13,0
36,14,0
36,15,0
36,16,0
36,17,0
36,18,0
36,19,0
36,20,0
36,21,0
36,22,0.714285714285714
36,23,1
36,24,1
36,25,1
36,26,1
36,27,0
36,28,0
36,29,0
36,30,0
36,31,0
36,32,0.857142857142857
36,33,1
36,34,1
36,35,1
36,36,1
36,37,1
36,38,1
36,39,0
36,40,0
36,41,0
36,42,0.714285714285714
36,43,1
36,44,1
36,45,1
36,46,1
36,47,0
36,48,0
36,49,0
36,50,0
36,51,0
36,52,0
37,1,0
37,2,0
37,3,0
37,4,0
37,5,0
37,6,0
37,7,0
37,8,0
37,9,0
37,10,0
37,11,0
37,12,0
37,13,0
37,14,0
37,15,0
37,16,0
37,17,0
37,18,0
37,19,1
37,20,1
37,21,1
37,22,1
37,23,1
37,24,1
37,25,1
37,26,0
37,27,0
37,28,0
37,29,0
37,30,0
37,31,0
37,32,0
37,33,0
37,34,0
37,35,0
37,36,0
37,37,0
37,38,0
37,39,0
37,40,0
37,41,0
37,42,0
37,43,0
37,44,1
37,45,1
37,46,1
37,47,1
37,48,1
37,49,1
37,50,1
37,51,1
37,52,0
38,1,1
38,2,1
38,3,1
38,4,1
38,5,1
38,6,1
38,7,1
38,8,0
38,9,0
38,10,0
38,11,0
38,12,0
38,13,0
38,14,0
38,15,0
38,16,0
38,17,0
38,18,0
38,19,0
38,20,0
38,21,0
38,22,0
38,23,0
38,24,0
38,25,0
38,26,0
38,27,0
38,28,0
38,29,0
38,30,0
38,31,0
38,32,0
38,33,0
38,34,0
38,35,0
38,36,0
38,37,0
38,38,0
38,39,0
38,40,0
38,41,0
38,42,0
38,43,0
38,44,0
38,45,0
38,46,0
38,47,0
38,48,0
38,49,0
38,50,0
38,51,0
38,52,0
39,1,0
39,2,0
39,3,0
39,4,0
39,5,0
39,6,0.714285714285714
39,7,1
39,8,1
39,9,1
39,10,1
39,11,1
39,12,1
39,13,0
39,14,0
39,15,0
39,16,0
39,17,0
39,18,0
39,19,1
39,20,1
39,21,1
39,22,1
39,23,1
39,24,1
39,25,1
39,26,0
39,27,0
39,28,0
39,29,0
39,30,0
39,31,0
39,32,0.857142857142857
39,33,1
39,34,1
39,35,1
39,36,1
39,37,1
39,38,1
39,39,0
39,40,0
39,41,0
39,42,0
39,43,0
39,44,0
39,45,0
39,46,0
39,47,0
39,48,0
39,49,0
39,50,0
39,51,0
39,52,0.571428571428571
40,1,0
40,2,0
40,3,0
40,4,0
40,5,0
40,6,0
40,7,0
40,8,0
40,9,0
40,10,0
40,11,0
40,12,0
40,13,0
40,14,1
40,15,1
40,16,1.71428571428571
40,17,3
40,18,3
40,19,3
40,20,3
40,21,2
40,22,1
40,23,1
40,24,1
40,25,1
40,26,0
40,27,0
40,28,0.714285714285714
40,29,1
40,30,1
40,31,1
40,32,1.85714285714286
40,33,2
40,34,2
40,35,1
40,36,2
40,37,2
40,38,2
40,39,1
40,40,1.71428571428571
40,41,2
40,42,2
40,43,2
40,44,3
40,45,1.42857142857143
40,46,1.71428571428571
40,47,2
40,48,2
40,49,2.71428571428571
40,50,3
40,51,2
40,52,0.857142857142857
41,1,0
41,2,0
41,3,0
41,4,0
41,5,0
41,6,0
41,7,0
41,8,0
41,9,0
41,10,0
41,11,0
41,12,0
41,13,0
41,14,0
41,15,0
41,16,0
41,17,0
41,18,0
41,19,0
41,20,0
41,21,0
41,22,0
41,23,0
41,24,0
41,25,0
41,26,0
41,27,0
41,28,0
41,29,0
41,30,0
41,31,0
41,32,0
41,33,0
41,34,0
41,35,0
41,36,0
41,37,0
41,38,0
41,39,0
41,40,0
41,41,0
41,42,0
41,43,0
41,44,1
41,45,1
41,46,1
41,47,1
41,48,1
41,49,1
41,50,1
41,51,1
41,52,0
42,1,0
42,2,0
42,3,0
42,4,0
42,5,0
42,6,0
42,7,0
42,8,0
42,9,0
42,10,0
42,11,0
42,12,0
42,13,0
42,14,0
42,15,0
42,16,0
42,17,0
42,18,0
42,19,1
42,20,1
42,21,1
42,22,1
42,23,1
42,24,1
42,25,1
42,26,0
42,27,0
42,28,0
42,29,0
42,30,0
42,31,0
42,32,0.857142857142857
42,33,1
42,34,1
42,35,1
42,36,1
42,37,1
42,38,1
42,39,0
42,40,0
42,41,0
42,42,0
42,43,0
42,44,1
42,45,1
42,46,1
42,47,1
42,48,1
42,49,1
42,50,1
42,51,1
42,52,0
43,1,0
43,2,0
43,3,0
43,4,0
43,5,0
43,6,0
43,7,0
43,8,0
43,9,0
43,10,0
43,11,0
43,12,0
43,13,0
43,14,1
43,15,1
43,16,1
43,17,1
43,18,1
43,19,1
43,20,1
43,21,1
43,22,1
43,23,1
43,24,1
43,25,1
43,26,0.714285714285714
43,27,1
43,28,1
43,29,1
43,30,1
43,31,0
43,32,0
43,33,0
43,34,0
43,35,0
43,36,0
43,37,0
43,38,0
43,39,0
43,40,0
43,41,0
43,42,0
43,43,0
43,44,1
43,45,1
43,46,1.71428571428571
43,47,2
43,48,2
43,49,2
43,50,2
43,51,1
43,52,0
44,1,0
44,2,0
44,3,0
44,4,0
44,5,0
44,6,0
44,7,0
44,8,0
44,9,0
44,10,0
44,11,0
