"household_id","week","daily_amount_spent"
8,22,17.5714285714286
8,23,9.07142857142857
8,24,8.01714285714286
8,25,7.90285714285714
8,26,11.0814285714286
8,27,4.83285714285714
8,28,0
8,29,0
8,30,1.42714285714286
8,31,8.08
8,32,15.4185714285714
8,33,0
8,34,0
8,35,27.1614285714286
8,36,0.974285714285714
8,37,7.32142857142857
8,38,4.90714285714286
8,39,11.4371428571429
8,40,5.70142857142857
8,41,3.39
8,42,12.24
8,43,21.4042857142857
8,44,5.06714285714286
8,45,5.55857142857143
8,46,18.5328571428571
8,47,9.90571428571429
8,48,0
8,49,0
8,50,9.45142857142857
8,51,19.7985714285714
8,52,2.57857142857143
9,1,0
9,2,0.411428571428571
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,21.0057142857143
9,9,0
9,10,0
9,11,0
9,12,4.07285714285714
9,13,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,9.24428571428571
9,19,0
9,20,0
9,21,9.88571428571429
9,22,0
9,23,0
9,24,0
9,25,0
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
9,31,11.8857142857143
9,32,3.28142857142857
9,33,0
9,34,0
9,35,0
9,36,0
9,37,0
9,38,0
9,39,0
9,40,0
9,41,0
9,42,0
9,43,0
9,44,0
9,45,0
9,46,8.24142857142857
9,47,0
9,48,5.61857142857143
9,49,0
9,50,12.6042857142857
9,51,0
9,52,2.42428571428571
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,0
10,9,0
10,10,0
10,11,0
10,12,0
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
10,21,0
10,22,0
10,23,0
10,24,0
10,25,0
10,26,0
10,27,0
10,28,0
10,29,0
10,30,0
10,31,4.28
10,32,0
10,33,0
10,34,0
10,35,0
10,36,0
10,37,0
10,38,0
10,39,0
10,40,0
10,41,0
10,42,0
10,43,0
10,44,0
10,45,0
10,46,0
10,47,0
10,48,0
10,49,0
10,50,0
10,51,0
10,52,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
11,9,0
11,10,0
11,11,0
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0.671428571428571
11,18,0
11,19,0.764285714285714
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,0
11,27,0
11,28,0
11,29,0
11,30,0
11,31,0
11,32,0
11,33,0
11,34,0
11,35,0
11,36,0
11,37,0
11,38,0
11,39,0
11,40,0
11,41,0
11,42,0
11,43,0
11,44,0
11,45,0
11,46,0
11,47,0
11,48,0
11,49,0
11,50,0
11,51,0
11,52,0
12,1,0
12,2,0
12,3,0
12,4,4.59714285714286
12,5,0
12,6,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,0
12,14,10.7485714285714
12,15,0
12,16,0
12,17,0
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
12,24,0
12,25,0
12,26,0
12,27,0
12,28,0
12,29,0
12,30,0
12,31,0
12,32,10.7057142857143
12,33,0
12,34,0
12,35,0
12,36,0
12,37,0
12,38,0
12,39,0
12,40,0
12,41,0
12,42,0
12,43,0
12,44,0
12,45,0
12,46,0
12,47,0
12,48,0
12,49,0
12,50,0
12,51,0
12,52,0
13,1,1.88428571428571
13,2,37.3542857142857
13,3,5.09857142857143
13,4,18.1828571428571
13,5,17.62
13,6,15.1785714285714
13,7,9.26714285714286
13,8,22.5657142857143
13,9,24.89
13,10,21.6057142857143
13,11,1.08285714285714
13,12,15.6214285714286
13,13,9.09142857142857
13,14,23.7457142857143
13,15,25.1428571428571
13,16,26.5714285714286
13,17,5.85857142857143
13,18,35.5342857142857
13,19,16.5671428571429
13,20,27.8685714285714
13,21,5.37
13,22,19.92
13,23,14.4185714285714
13,24,19.2657142857143
13,25,14.0157142857143
13,26,33.2285714285714
13,27,17.2557142857143
13,28,38.7485714285714
13,29,15.2528571428571
13,30,17.0942857142857
13,31,31.0614285714286
13,32,4.62571428571429
13,33,32.08
13,34,0
13,35,36.8071428571429
13,36,9.00571428571429
13,37,28.4042857142857
13,38,5.14428571428571
13,39,27.4142857142857
13,40,19.7014285714286
13,41,9.61428571428571
13,42,22.2357142857143
13,43,34.5871428571429
13,44,24.9228571428571
13,45,48.0757142857143
13,46,9.11
13,47,21.6828571428571
13,48,36.4742857142857
13,49,18.4514285714286
13,50,24.1928571428571
13,51,46.5242857142857
13,52,18.6142857142857
14,1,2.13285714285714
14,2,4.79571428571429
14,3,0
14,4,0
14,5,0
14,6,4.28571428571429
14,7,0
14,8,4.44857142857143
14,9,28.3885714285714
14,10,11.5914285714286
14,11,3.13
14,12,4.72571428571429
14,13,2.42
14,14,15.88
14,15,11.8085714285714
14,16,3.03142857142857
14,17,0.125714285714286
14,18,16.6485714285714
14,19,0
14,20,2.21142857142857
14,21,3.40571428571429
14,22,4.56428571428571
14,23,16.3342857142857
14,24,19.4557142857143
14,25,5.71428571428571
14,26,5.02285714285714
14,27,2.10142857142857
14,28,0.964285714285714
14,29,0
14,30,0
14,31,7.00142857142857
14,32,12.53
14,33,0
14,34,0
14,35,4.40857142857143
14,36,0
14,37,0
14,38,12.05
14,39,0.17
14,40,7.47285714285714
14,41,0
14,42,1.46
14,43,0.127142857142857
14,44,5.77857142857143
14,45,0.462857142857143
14,46,3.22
14,47,0
14,48,1.89142857142857
14,49,0.142857142857143
14,50,0
14,51,7.43857142857143
14,52,0.571428571428571
15,1,0
15,2,8.49142857142857
15,3,6.28142857142857
15,4,2.30714285714286
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,5.83571428571429
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
15,25,0
15,26,15.5142857142857
15,27,0
15,28,6.63285714285714
15,29,0
15,30,0
15,31,0.142857142857143
15,32,9.14142857142857
15,33,0.714285714285714
15,34,0
15,35,0
15,36,3.97857142857143
15,37,0
15,38,0
15,39,0.648571428571429
15,40,0
15,41,2.88
15,42,1.27428571428571
15,43,8.10142857142857
15,44,2.99571428571429
15,45,0.951428571428571
15,46,0
15,47,8.47714285714286
15,48,6.16571428571429
15,49,0
15,50,0
15,51,0
15,52,0.51
16,1,2.88
16,2,3.43571428571429
16,3,7.56571428571428
16,4,4.45428571428571
16,5,3.74
16,6,5.90714285714286
16,7,4.40142857142857
16,8,1.96142857142857
16,9,3.65285714285714
16,10,2.05714285714286
16,11,0.482857142857143
16,12,2.63142857142857
16,13,6.16
16,14,4.18428571428572
16,15,1.27285714285714
16,16,2.00857142857143
16,17,2.77
16,18,10.0471428571429
16,19,2.06714285714286
16,20,3.62142857142857
16,21,0.995714285714286
16,22,3.78571428571429
16,23,3.45714285714286
16,24,0
16,25,0
16,26,0
16,27,0
16,28,0
16,29,0
16,30,0
16,31,0
16,32,0
16,33,0
16,34,0
16,35,1.08428571428571
16,36,0
16,37,0.535714285714286
16,38,0
16,39,0
16,40,0
16,41,2.63428571428571
16,42,0
16,43,0.81
16,44,0
16,45,0
16,46,0
16,47,2.08142857142857
16,48,0
16,49,1.35428571428571
16,50,0
16,51,0
16,52,0.37
17,1,11.04
17,2,5.80285714285714
17,3,8.36142857142857
17,4,10.0114285714286
17,5,13.0671428571429
17,6,7.55428571428571
17,7,6.01857142857143
17,8,2.71428571428571
17,9,5.55428571428571
17,10,12.1557142857143
17,11,6.80714285714286
17,12,0
17,13,9.18142857142857
17,14,10.6957142857143
17,15,16.2257142857143
17,16,0
17,17,7.41571428571429
17,18,2.76285714285714
17,19,3.81
17,20,14.9342857142857
17,21,0
17,22,0
17,23,25.6585714285714
17,24,0
17,25,8.29714285714286
17,26,15.7871428571429
17,27,7.81285714285714
17,28,0
17,29,0
17,30,0
17,31,0
17,32,5.70571428571429
17,33,5.89857142857143
17,34,12.5771428571429
17,35,0
17,36,0
17,37,9.57285714285714
17,38,0
17,39,1.57142857142857
17,40,0
17,41,0
17,42,0
17,43,10.9585714285714
17,44,11.84
17,45,0
17,46,21.5585714285714
17,47,7.79714285714286
17,48,0
17,49,12.4371428571429
17,50,5.71714285714286
17,51,9.99571428571429
17,52,0
18,1,14.2285714285714
18,2,14.8214285714286
18,3,0
18,4,3.86285714285714
18,5,3.43714285714286
18,6,2.17714285714286
18,7,6.74285714285714
18,8,15.1128571428571
18,9,20.7414285714286
18,10,5.20857142857143
18,11,0
18,12,13.1271428571429
18,13,3.36714285714286
18,14,9.21857142857143
18,15,1.07142857142857
18,16,20.2928571428571
18,17,13.1257142857143
18,18,8.24571428571429
18,19,11.55
18,20,8.90285714285714
18,21,47.3028571428571
18,22,4.56857142857143
18,23,10.5285714285714
18,24,1.63571428571429
18,25,30.0285714285714
18,26,0
18,27,6.33285714285714
18,28,2.85428571428571
18,29,7.06714285714286
18,30,21.6471428571429
18,31,7.28285714285714
18,32,7.51714285714286
18,33,9.65428571428571
18,34,3.83
18,35,23.7357142857143
18,36,6.71142857142857
18,37,3.50428571428571
18,38,23.5257142857143
18,39,19.5885714285714
18,40,0
18,41,23.6042857142857
18,42,9.91857142857143
18,43,3.27142857142857
18,44,8.57
18,45,14.2714285714286
18,46,4.81428571428571
18,47,12.0057142857143
18,48,6.24714285714286
18,49,13.9042857142857
18,50,38.3957142857143
18,51,26.4742857142857
18,52,10.8814285714286
19,1,10.9928571428571
19,2,9.15714285714286
19,3,11.3914285714286
19,4,12.5585714285714
19,5,8.94142857142857
19,6,12.5514285714286
19,7,15.45
19,8,8.15142857142857
19,9,24.9285714285714
19,10,0.738571428571429
19,11,1.99142857142857
19,12,13.7728571428571
19,13,7.62428571428571
19,14,19.2171428571429
19,15,17.1885714285714
19,16,20.0914285714286
19,17,2.83142857142857
19,18,17.9985714285714
19,19,45.7057142857143
19,20,6.3
19,21,6.91571428571429
19,22,9.67428571428571
19,23,18.1342857142857
19,24,53.6142857142857
19,25,10.95
19,26,34.08
19,27,66.1585714285714
19,28,28.8157142857143
19,29,18.2857142857143
19,30,3.28571428571429
19,31,37.1457142857143
19,32,53.41
19,33,36.29
19,34,24.0442857142857
19,35,12.2814285714286
19,36,39.5328571428571
19,37,35.5157142857143
19,38,12.73
19,39,41.2571428571429
19,40,24.8142857142857
19,41,17.3328571428571
19,42,14.1128571428571
19,43,33.5357142857143
19,44,91.41
19,45,14.3242857142857
19,46,6.66714285714286
19,47,21.0628571428571
19,48,10.79
19,49,23.7342857142857
19,50,5.64142857142857
19,51,16.7671428571429
19,52,15.7271428571429
20,1,16.75
20,2,7.30571428571429
20,3,15.0357142857143
20,4,17.1514285714286
20,5,15.0757142857143
20,6,25.2542857142857
20,7,12.96
20,8,16.5971428571429
20,9,13.6385714285714
20,10,11.3442857142857
20,11,11.8171428571429
20,12,19.8828571428571
20,13,16.4171428571429
20,14,16.92
20,15,16.3242857142857
20,16,13.7357142857143
20,17,17.1357142857143
20,18,20.5285714285714
20,19,19.4057142857143
20,20,13.24
20,21,28.2514285714286
20,22,12.17
20,23,16.9871428571429
20,24,17.28
20,25,13.4871428571429
20,26,14.1542857142857
20,27,10.5428571428571
20,28,13.02
20,29,15.2042857142857
20,30,20.2285714285714
20,31,10.5142857142857
20,32,9.94
20,33,32.8785714285714
20,34,26.8442857142857
20,35,12.8957142857143
20,36,8.8
20,37,20.9342857142857
20,38,7.87714285714286
20,39,13.3785714285714
20,40,11.2957142857143
20,41,19.3114285714286
20,42,11.4571428571429
20,43,7.97428571428571
20,44,12.7428571428571
20,45,8.99714285714286
20,46,13.2685714285714
20,47,11.8685714285714
20,48,5.23285714285714
20,49,17.46
20,50,12.9542857142857
20,51,15.5271428571429
20,52,19.4271428571429
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,9.59714285714286
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
21,22,0
21,23,1.53285714285714
21,24,2.98857142857143
21,25,15.8057142857143
21,26,0
21,27,5.69285714285714
21,28,0
21,29,0
21,30,0
21,31,0
21,32,0
21,33,3.78428571428571
21,34,16.7442857142857
21,35,0
21,36,0
21,37,8.57142857142857
21,38,0
21,39,0
21,40,5.19
21,41,0
21,42,0
21,43,2.45428571428571
21,44,0
21,45,3.97
21,46,15.8242857142857
21,47,0
21,48,0
21,49,0
21,50,0
21,51,0
21,52,0
22,1,4.33571428571429
22,2,6.09714285714286
22,3,0
22,4,18.9414285714286
22,5,6.67285714285714
22,6,0
22,7,9.05571428571429
22,8,10.4957142857143
22,9,9.46
22,10,3.89714285714286
22,11,9.47285714285714
22,12,7.11571428571429
22,13,13.0028571428571
22,14,13.56
22,15,0
22,16,7.37285714285714
22,17,7.51
22,18,7.46857142857143
22,19,0.184285714285714
22,20,7.28285714285714
22,21,21.77
22,22,6.32142857142857
22,23,7.24428571428571
22,24,17.5028571428571
22,25,0
22,26,21.2971428571429
22,27,1.54857142857143
22,28,7.82428571428571
22,29,3.60571428571429
22,30,8.39142857142857
22,31,20.7514285714286
22,32,10.53
22,33,5.22428571428571
22,34,0
22,35,23.13
22,36,0
22,37,12.9985714285714
22,38,11.1371428571429
22,39,7.21285714285714
22,40,8.39285714285714
22,41,14.5342857142857
22,42,19.4114285714286
22,43,7.58714285714286
22,44,13.56
22,45,12.7242857142857
22,46,9.85142857142857
22,47,10.96
22,48,0.285714285714286
22,49,17.8485714285714
22,50,13.6971428571429
22,51,19.7042857142857
22,52,16.3571428571429
23,1,2.83857142857143
23,2,23.7414285714286
23,3,1.89428571428571
23,4,5.93714285714286
23,5,11.3914285714286
23,6,6.22571428571429
23,7,2.19571428571429
23,8,9.92
23,9,7.92285714285714
23,10,0
23,11,4.40142857142857
23,12,8.57285714285714
23,13,5.71571428571429
23,14,0.882857142857143
23,15,5.46285714285714
23,16,5.26428571428571
23,17,0
23,18,2.49
23,19,0
23,20,0
23,21,3.11857142857143
23,22,8.30857142857143
23,23,1.35571428571429
23,24,1.51
23,25,0
23,26,1.49857142857143
23,27,5.45714285714286
23,28,0
23,29,0
23,30,6.48142857142857
23,31,4.80428571428571
23,32,0.281428571428571
23,33,8.75714285714286
23,34,0
23,35,5.86857142857143
23,36,5.77142857142857
23,37,3.77
23,38,0
23,39,0
23,40,6.76142857142857
23,41,0
23,42,0
23,43,0
23,44,2.71142857142857
23,45,4.69571428571429
23,46,8.70142857142857
23,47,2.14142857142857
23,48,9.71428571428571
23,49,1.28571428571429
23,50,1.5
23,51,0
23,52,6.11428571428571
24,1,0
24,2,0
24,3,5.10285714285714
24,4,0
24,5,0
24,6,0
24,7,2.09285714285714
24,8,0
24,9,0
24,10,0.968571428571429
24,11,0
24,12,0
24,13,0
24,14,0.755714285714286
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
24,25,0
24,26,0
24,27,0
24,28,0
24,29,0
24,30,0
24,31,0
24,32,0
24,33,0
24,34,0
24,35,0
24,36,0
24,37,0
24,38,0
24,39,0
24,40,0
24,41,0
24,42,0
24,43,0
24,44,0
24,45,0
24,46,0
24,47,4.47142857142857
24,48,11.8014285714286
24,49,7.15857142857143
24,50,5.27571428571429
24,51,6.04
24,52,6.29857142857143
25,1,9.12
25,2,0.427142857142857
25,3,0
25,4,0.854285714285714
25,5,0.0957142857142857
25,6,2.58714285714286
25,7,0
25,8,0
25,9,0
25,10,18.9471428571429
25,11,0
25,12,4.75571428571429
25,13,19.3014285714286
25,14,0
25,15,8.74714285714286
25,16,4.96714285714286
25,17,0
25,18,0.428571428571429
25,19,10.9371428571429
25,20,0
25,21,2.68857142857143
25,22,0
25,23,24.2314285714286
25,24,6.14142857142857
25,25,0
25,26,2.04571428571429
25,27,4.16285714285714
25,28,0
25,29,4.73857142857143
25,30,0
25,31,9.92285714285714
25,32,1.01428571428571
25,33,13.7385714285714
25,34,10.7314285714286
25,35,10.0585714285714
25,36,2.19142857142857
25,37,5.74714285714286
25,38,17.7271428571429
25,39,3.87714285714286
25,40,16.2142857142857
25,41,17.38
25,42,0.214285714285714
25,43,6.90714285714286
25,44,6.76
25,45,0
25,46,0.0957142857142857
25,47,0
25,48,2.35285714285714
25,49,6.32428571428571
25,50,0
25,51,8.49571428571429
25,52,4.40142857142857
26,1,0
26,2,0
26,3,2.90571428571429
26,4,10.8942857142857
26,5,0
26,6,14.5885714285714
26,7,0
26,8,2.35285714285714
26,9,0
26,10,0.941428571428571
26,11,0
26,12,4.29285714285714
26,13,0
26,14,0
26,15,0
26,16,0
26,17,0
26,18,0
26,19,4.92428571428571
26,20,0
26,21,0
26,22,0
26,23,0
26,24,3.99
26,25,1.22428571428571
26,26,31.88
26,27,0
26,28,0
26,29,3.18142857142857
26,30,4.76857142857143
26,31,19.2614285714286
26,32,1.68
26,33,0
26,34,0
26,35,1.00714285714286
26,36,0
26,37,0
26,38,4.25571428571429
26,39,0
26,40,0.142857142857143
26,41,0
26,42,0.405714285714286
26,43,0
26,44,0
26,45,4.34428571428571
26,46,3.95
26,47,0
26,48,2.32
26,49,6.94
26,50,0
26,51,3.23857142857143
26,52,0
27,1,3.61571428571429
27,2,40.2528571428571
27,3,11.6257142857143
27,4,9.26857142857143
27,5,0
27,6,21.6671428571429
27,7,11.1857142857143
27,8,18.4628571428571
27,9,16.8771428571429
27,10,22.6157142857143
27,11,12.0528571428571
27,12,20.0928571428571
27,13,10.7742857142857
27,14,8.76571428571429
27,15,16.3285714285714
27,16,12.1242857142857
27,17,9.28285714285714
27,18,10.8171428571429
27,19,10.0171428571429
27,20,11.1642857142857
27,21,6.53571428571429
27,22,11.9914285714286
27,23,8.33857142857143
27,24,8.51857142857143
27,25,7.63
27,26,12.6757142857143
27,27,5.18428571428571
27,28,14.4728571428571
27,29,12.6871428571429
27,30,18.3928571428571
27,31,17.1542857142857
27,32,12.1628571428571
27,33,12.9628571428571
27,34,14.42
27,35,11.5085714285714
27,36,11.35
27,37,9.17857142857143
27,38,16.8628571428571
27,39,8.77857142857143
27,40,10.5542857142857
27,41,7.37714285714286
27,42,3.29428571428571
27,43,11.72
27,44,16.3242857142857
27,45,12.5514285714286
27,46,12.8428571428571
27,47,9.54714285714286
27,48,9.39857142857143
27,49,13.3742857142857
27,50,14.0314285714286
27,51,5.17714285714286
27,52,1.93714285714286
28,1,0
28,2,6.79142857142857
28,3,0
28,4,2.42571428571429
28,5,5.01571428571429
28,6,0
28,7,1.14142857142857
28,8,1.49714285714286
28,9,2.01571428571429
28,10,1.95714285714286
28,11,0.597142857142857
28,12,0
28,13,1.87
28,14,10.7828571428571
28,15,5.79142857142857
28,16,5.76428571428571
28,17,12.4628571428571
28,18,1.49571428571429
28,19,5.32
28,20,1.39571428571429
28,21,1.35142857142857
28,22,6.34714285714286
28,23,7.72285714285714
28,24,6.06285714285714
28,25,0
28,26,5.41
28,27,4.28142857142857
28,28,6.84
28,29,0
28,30,0
28,31,0.967142857142857
28,32,5.83285714285714
28,33,1.40428571428571
28,34,0
28,35,2.64142857142857
28,36,0
28,37,0
28,38,9.33428571428571
28,39,1.09571428571429
28,40,4.17285714285714
28,41,4.83714285714286
28,42,1.79428571428571
28,43,3.11285714285714
28,44,3.78285714285714
28,45,5.40714285714286
28,46,0
28,47,4.31
28,48,8.18714285714286
28,49,2.99714285714286
28,50,2.44857142857143
28,51,6.53714285714286
28,52,0
29,1,20.18
29,2,6.90142857142857
29,3,0
29,4,0.424285714285714
29,5,2.13857142857143
29,6,1.85428571428571
29,7,8.27571428571428
29,8,4.10142857142857
29,9,0
29,10,0
29,11,2.75857142857143
29,12,5.54428571428571
29,13,0.951428571428571
29,14,0
29,15,0
29,16,0
29,17,1.52142857142857
29,18,0
29,19,0
29,20,0.625714285714286
29,21,0
29,22,0
29,23,0.998571428571429
29,24,0
29,25,1.53428571428571
29,26,4.00142857142857
29,27,0
29,28,0
29,29,0
29,30,1.04571428571429
29,31,0
29,32,0
29,33,3.35428571428571
29,34,0
29,35,0
29,36,0
29,37,0
29,38,0
29,39,0
29,40,0
29,41,0
29,42,1.28285714285714
29,43,0
29,44,0
29,45,0
29,46,0
29,47,0
29,48,0
29,49,4.72857142857143
29,50,2.06857142857143
29,51,0
29,52,0.502857142857143
30,1,0
30,2,4
30,3,0
30,4,0
30,5,0
30,6,0
30,7,0
30,8,0
30,9,0
30,10,0
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
30,16,0
30,17,0
30,18,0
30,19,3.14142857142857
30,20,0
30,21,0
30,22,0
30,23,4.95142857142857
30,24,0
30,25,0
30,26,0.661428571428571
30,27,0
30,28,0
30,29,3.34428571428571
30,30,0
30,31,0
30,32,0.552857142857143
30,33,0.357142857142857
30,34,0
30,35,0.737142857142857
30,36,2.58857142857143
30,37,0
30,38,0
30,39,0
30,40,0
30,41,0
30,42,0
30,43,1.85285714285714
30,44,0
30,45,0
30,46,0
30,47,4.07571428571429
